[2014/09/12 20:40:11] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42995, 46058)
[2014/09/14 22:04:44] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 29261, 29568). Elapsed time: 05:51:02
[2014/09/14 22:04:49] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 17557, 17864). Elapsed time: 05:51:06
[2014/09/14 22:05:09] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 22485, 22792). Elapsed time: 05:51:25
[2014/09/14 22:07:31] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 31725, 32032). Elapsed time: 05:53:48
[2014/09/14 22:07:32] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10781, 11088). Elapsed time: 05:53:49
[2014/09/14 22:10:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 309, 616). Elapsed time: 05:57:04
[2014/09/14 22:12:15] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9857, 10164). Elapsed time: 05:58:32
[2014/09/14 22:13:43] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 36345, 36652). Elapsed time: 06:00:00
[2014/09/14 22:15:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 925, 1232). Elapsed time: 06:01:46
[2014/09/14 22:15:40] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21869, 22176). Elapsed time: 06:01:59
[2014/09/14 22:15:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3081, 3388). Elapsed time: 06:02:05
[2014/09/14 22:17:26] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25565, 25872). Elapsed time: 06:03:43
[2014/09/14 22:17:36] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 30185, 30492). Elapsed time: 06:03:52
[2014/09/14 22:17:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 617, 924). Elapsed time: 06:04:12
[2014/09/14 22:18:19] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 40349, 40656). Elapsed time: 06:04:36
[2014/09/14 22:18:52] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16941, 17248). Elapsed time: 06:05:10
[2014/09/14 22:19:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18789, 19096). Elapsed time: 06:05:40
[2014/09/14 22:21:59] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10165, 10472). Elapsed time: 06:08:17
[2014/09/14 22:22:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 25873, 26180). Elapsed time: 06:08:31
[2014/09/14 22:23:39] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1233, 1540). Elapsed time: 06:09:55
[2014/09/14 22:23:53] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44969, 45276). Elapsed time: 06:10:13
[2014/09/14 22:23:55] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1541, 1848). Elapsed time: 06:10:15
[2014/09/14 22:26:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6161, 6468). Elapsed time: 06:12:56
[2014/09/14 22:31:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38809, 39116). Elapsed time: 06:17:20
[2014/09/14 22:31:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10473, 10780). Elapsed time: 06:17:30
[2014/09/14 22:32:02] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28953, 29260). Elapsed time: 06:18:20
[2014/09/14 22:33:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37885, 38192). Elapsed time: 06:19:38
[2014/09/14 22:35:16] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12013, 12320). Elapsed time: 06:21:34
[2014/09/14 22:37:37] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38193, 38500). Elapsed time: 06:23:54
[2014/09/14 22:39:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 45277, 45584). Elapsed time: 06:25:22
[2014/09/14 22:40:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7085, 7392). Elapsed time: 06:26:58
[2014/09/14 22:41:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2773, 3080). Elapsed time: 06:27:37
[2014/09/14 22:42:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18481, 18788). Elapsed time: 06:29:06
[2014/09/14 22:46:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24949, 25256). Elapsed time: 06:32:31
[2014/09/14 22:47:27] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4313, 4620). Elapsed time: 06:33:43
[2014/09/14 22:49:21] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3697, 4004). Elapsed time: 06:35:39
[2014/09/14 22:49:36] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 37577, 37884). Elapsed time: 06:35:53
[2014/09/14 22:50:11] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 29877, 30184). Elapsed time: 06:36:28
[2014/09/14 22:52:27] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9549, 9856). Elapsed time: 06:38:44
[2014/09/14 22:53:17] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11397, 11704). Elapsed time: 06:39:37
[2014/09/14 22:56:33] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 29569, 29876). Elapsed time: 06:42:51
[2014/09/14 22:57:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24641, 24948). Elapsed time: 06:43:24
[2014/09/14 22:57:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42505, 42812). Elapsed time: 06:43:42
[2014/09/14 22:58:16] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11705, 12012). Elapsed time: 06:44:33
[2014/09/14 22:58:45] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15401, 15708). Elapsed time: 06:45:02
[2014/09/14 23:00:31] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27721, 28028). Elapsed time: 06:46:50
[2014/09/14 23:02:10] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4929, 5236). Elapsed time: 06:48:28
[2014/09/14 23:02:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43737, 44044). Elapsed time: 06:48:32
[2014/09/14 23:05:00] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3389, 3696). Elapsed time: 06:51:18
[2014/09/14 23:05:32] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43429, 43736). Elapsed time: 06:51:49
[2014/09/14 23:06:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 18173, 18480). Elapsed time: 06:53:12
[2014/09/14 23:08:57] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44045, 44352). Elapsed time: 06:55:16
[2014/09/14 23:13:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28029, 28336). Elapsed time: 06:59:31
[2014/09/14 23:14:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24025, 24332). Elapsed time: 07:00:45
[2014/09/14 23:17:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42813, 43120). Elapsed time: 07:03:41
[2014/09/14 23:18:58] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41273, 41580). Elapsed time: 07:05:14
[2014/09/14 23:20:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28337, 28644). Elapsed time: 07:07:06
[2014/09/14 23:21:27] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39117, 39424). Elapsed time: 07:07:44
[2014/09/14 23:22:30] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15093, 15400). Elapsed time: 07:08:48
[2014/09/14 23:22:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 43121, 43428). Elapsed time: 07:09:11
[2014/09/14 23:23:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4621, 4928). Elapsed time: 07:09:21
[2014/09/14 23:23:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 24333, 24640). Elapsed time: 07:09:38
[2014/09/14 23:25:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 28645, 28952). Elapsed time: 07:11:38
[2014/09/14 23:28:07] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 23717, 24024). Elapsed time: 07:14:24
[2014/09/14 23:31:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 34189, 34496). Elapsed time: 07:17:25
[2014/09/14 23:31:08] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8317, 8624). Elapsed time: 07:17:29
[2014/09/14 23:32:09] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 38501, 38808). Elapsed time: 07:18:27
[2014/09/14 23:34:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 44353, 44660). Elapsed time: 07:20:19
[2014/09/14 23:35:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 15709, 16016). Elapsed time: 07:21:19
[2014/09/14 23:44:21] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8933, 9240). Elapsed time: 07:30:39
[2014/09/14 23:45:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20945, 21252). Elapsed time: 07:31:38
[2014/09/14 23:47:01] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9241, 9548). Elapsed time: 07:33:18
[2014/09/14 23:51:55] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21561, 21868). Elapsed time: 07:38:12
[2014/09/14 23:51:55] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 26797, 27104). Elapsed time: 07:38:12
[2014/09/14 23:58:04] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14477, 14784). Elapsed time: 07:44:21
[2014/09/15 00:01:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 21253, 21560). Elapsed time: 07:47:57
[2014/09/15 00:03:34] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16325, 16632). Elapsed time: 07:49:52
[2014/09/15 00:03:39] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20637, 20944). Elapsed time: 07:49:56
[2014/09/15 00:06:16] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 40965, 41272). Elapsed time: 07:52:34
[2014/09/15 00:07:09] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 16017, 16324). Elapsed time: 07:53:28
[2014/09/15 00:11:45] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32957, 33264). Elapsed time: 07:58:01
[2014/09/15 00:13:05] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39425, 39732). Elapsed time: 07:59:23
[2014/09/15 00:15:05] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35113, 35420). Elapsed time: 08:01:21
[2014/09/15 00:15:35] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14785, 15092). Elapsed time: 08:01:52
[2014/09/15 00:20:35] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35729, 36036). Elapsed time: 08:06:53
[2014/09/15 00:22:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12321, 12628). Elapsed time: 08:08:33
[2014/09/15 00:36:05] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20329, 20636). Elapsed time: 08:22:23
[2014/09/15 00:37:18] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2157, 2464). Elapsed time: 08:23:35
[2014/09/15 00:41:09] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27105, 27412). Elapsed time: 08:27:27
[2014/09/15 00:41:14] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2465, 2772). Elapsed time: 08:27:33
[2014/09/15 00:43:54] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33881, 34188). Elapsed time: 08:30:13
[2014/09/15 00:44:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33573, 33880). Elapsed time: 08:30:20
[2014/09/15 00:45:58] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 40657, 40964). Elapsed time: 08:32:16
[2014/09/15 00:48:33] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32649, 32956). Elapsed time: 08:34:51
[2014/09/15 00:53:03] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 32341, 32648). Elapsed time: 08:39:21
[2014/09/15 00:55:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1849, 2156). Elapsed time: 08:41:22
[2014/09/15 01:03:02] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 35421, 35728). Elapsed time: 08:49:19
[2014/09/15 01:03:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 39733, 40040). Elapsed time: 08:49:47
[2014/09/15 01:04:35] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 20021, 20328). Elapsed time: 08:50:53
[2014/09/15 01:10:06] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8625, 8932). Elapsed time: 08:56:24
[2014/09/15 01:12:28] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41581, 41888). Elapsed time: 08:58:48
[2014/09/15 01:13:20] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 34497, 34804). Elapsed time: 08:59:37
[2014/09/15 01:16:10] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 27413, 27720). Elapsed time: 09:02:28
[2014/09/15 01:19:36] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13861, 14168). Elapsed time: 09:05:53
[2014/09/15 01:20:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13245, 13552). Elapsed time: 09:06:58
[2014/09/15 01:22:33] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 33265, 33572). Elapsed time: 09:08:50
[2014/09/15 01:25:21] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12937, 13244). Elapsed time: 09:11:38
[2014/09/15 01:29:08] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 42197, 42504). Elapsed time: 09:15:26
[2014/09/15 01:31:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 41889, 42196). Elapsed time: 09:17:30
[2014/09/15 01:32:19] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 34805, 35112). Elapsed time: 09:18:39
[2014/09/15 01:38:41] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12629, 12936). Elapsed time: 09:24:57
[2014/09/15 01:44:23] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 40041, 40348). Elapsed time: 09:30:41
[2014/09/15 01:55:12] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19713, 20020). Elapsed time: 09:41:28
[2014/09/15 01:55:38] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 19405, 19712). Elapsed time: 09:41:56
[2014/09/15 02:29:48] Finish running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13553, 13860). Elapsed time: 10:16:06
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13858, 13950)
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 931, 1023)
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7534, 7626)
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11533, 11625)
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3163, 3255)
[2014/09/15 11:59:39] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7162, 7254)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7627, 7719)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11440, 11532)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7069, 7161)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 838, 930)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13951, 14043)
[2014/09/15 11:59:42] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3256, 3348)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12835, 12927)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5302, 5394)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9115, 9207)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1582, 1674)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12091, 12183)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9859, 9951)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2326, 2418)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4558, 4650)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8464, 8556)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4837, 4929)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12370, 12462)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3070, 3162)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13765, 13857)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1024, 1116)
[2014/09/15 11:59:43] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 7255, 7347)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4093, 4185)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6232, 6324)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1, 93)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10603, 10695)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1210, 1302)
)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8743, 8835)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5674, 5766)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13207, 13299)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 3628, 3720)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6697, 6789)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11068, 11160)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 466, 558)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14323, 14415)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12928, 13020[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9766, 9858)
)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9022, 9114)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1954, 2046)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2233, 2325)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13393, 13485)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2791, 2883)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5860, 5952)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10324, 10416)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 8650, 8742)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 1768, 1860)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5116, 5208)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12649, 12741)
014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 5767, 5859)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13300, 13392)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 2419, 2511)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4465, 4557)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 11998, 12090)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 9952, 10044)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 12463, 12555)
[2014/09/15 11:59:44] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 4930, 5022)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 13021, 13113)
014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 94, 186)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 10696, 10788)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 6325, 6417)
[2014/09/15 11:59:45] Start running sift_encode_fc_sge(vsd2014, keyframe-5, covdet, hessian, 256, 80, 0, 14695, 14787)
