Start runing encode (mbh, keyframe-5, devel2013, 1, 33) at 13-Sep-2013 11:06:17
Start runing encode (mbh, keyframe-5, devel2013, 1783, 1815) at 13-Sep-2013 13:54:43
Start runing encode (mbh, keyframe-5, devel2013, 1651, 1683) at 13-Sep-2013 13:54:44
Finish runing encode (mbh, keyframe-5, devel2013, 29701, 29733) at 13-Sep-2013 13:54:46
Finish runing encode (mbh, keyframe-5, devel2013, 2047, 2079) at 13-Sep-2013 13:54:46
Finish runing encode (mbh, keyframe-5, devel2013, 1684, 1716) at 13-Sep-2013 13:54:46
Finish runing encode (mbh, keyframe-5, devel2013, 1948, 1980) at 13-Sep-2013 13:54:46
Finish runing encode (mbh, keyframe-5, devel2013, 2113, 2145) at 13-Sep-2013 13:54:46
Finish runing encode (mbh, keyframe-5, devel2013, 1750, 1782) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 2080, 2112) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1981, 2013) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1849, 1881) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 2014, 2046) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1717, 1749) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1915, 1947) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1816, 1848) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1783, 1815) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 29107, 29139) at 13-Sep-2013 13:54:47
Finish runing encode (mbh, keyframe-5, devel2013, 1882, 1914) at 13-Sep-2013 13:54:48
Start runing encode (mbh, keyframe-5, devel2013, 2542, 2574) at 13-Sep-2013 13:54:57
Start runing encode (mbh, keyframe-5, devel2013, 2410, 2442) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2377, 2409) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2575, 2607) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2608, 2640) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2641, 2673) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2146, 2178) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2344, 2376) at 13-Sep-2013 13:54:58
Start runing encode (mbh, keyframe-5, devel2013, 2311, 2343) at 13-Sep-2013 13:54:59
Finish runing encode (mbh, keyframe-5, devel2013, 2542, 2574) at 13-Sep-2013 13:55:01
Finish runing encode (mbh, keyframe-5, devel2013, 2212, 2244) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2344, 2376) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2641, 2673) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2146, 2178) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2377, 2409) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2410, 2442) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2179, 2211) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2509, 2541) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2476, 2508) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2278, 2310) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2443, 2475) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2608, 2640) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2245, 2277) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2674, 2706) at 13-Sep-2013 13:55:02
Finish runing encode (mbh, keyframe-5, devel2013, 2311, 2343) at 13-Sep-2013 13:55:04
Finish runing encode (mbh, keyframe-5, devel2013, 29173, 29205) at 13-Sep-2013 13:55:05
Finish runing encode (mbh, keyframe-5, devel2013, 27325, 27357) at 13-Sep-2013 13:55:08
Finish runing encode (mbh, keyframe-5, devel2013, 26797, 26829) at 13-Sep-2013 13:55:10
Finish runing encode (mbh, keyframe-5, devel2013, 29503, 29535) at 13-Sep-2013 13:55:11
Start runing encode (mbh, keyframe-5, devel2013, 3235, 3267) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 3037, 3069) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 3301, 3333) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 2839, 2871) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 2938, 2970) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 2872, 2904) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 2740, 2772) at 13-Sep-2013 13:55:13
Start runing encode (mbh, keyframe-5, devel2013, 2905, 2937) at 13-Sep-2013 13:55:13
Finish runing encode (mbh, keyframe-5, devel2013, 3268, 3300) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 2806, 2838) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 2971, 3003) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 3037, 3069) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 3301, 3333) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 3169, 3201) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 2872, 2904) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 2707, 2739) at 13-Sep-2013 13:55:16
Finish runing encode (mbh, keyframe-5, devel2013, 2938, 2970) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3136, 3168) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3235, 3267) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3202, 3234) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 2839, 2871) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 2773, 2805) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3004, 3036) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 2740, 2772) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3070, 3102) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 3103, 3135) at 13-Sep-2013 13:55:17
Finish runing encode (mbh, keyframe-5, devel2013, 2905, 2937) at 13-Sep-2013 13:55:17
Start runing encode (mbh, keyframe-5, devel2013, 3829, 3861) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3433, 3465) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3730, 3762) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3928, 3960) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3631, 3663) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3697, 3729) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3466, 3498) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3400, 3432) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3895, 3927) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3565, 3597) at 13-Sep-2013 13:55:28
28
Start runing encode (mbh, keyframe-5, devel2013, 3532, 3564) at 13-Sep-2013 13:55:28
Start runing encode (mbh, keyframe-5, devel2013, 3499, 3531) at 13-Sep-2013 13:55:28
Finish runing encode (mbh, keyframe-5, devel2013, 3334, 3366) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3664, 3696) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3598, 3630) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3961, 3993) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3730, 3762) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3928, 3960) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3433, 3465) at 13-Sep-2013 13:55:31
Finish runing encode (mbh, keyframe-5, devel2013, 3763, 3795) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3862, 3894) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3697, 3729) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3466, 3498) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3631, 3663) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3829, 3861) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3400, 3432) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3895, 3927) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3532, 3564) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3367, 3399) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3565, 3597) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3499, 3531) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 3796, 3828) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 26632, 26664) at 13-Sep-2013 13:55:32
Finish runing encode (mbh, keyframe-5, devel2013, 31813, 31845) at 13-Sep-2013 13:55:35
Finish runing encode (mbh, keyframe-5, devel2013, 29899, 29931) at 13-Sep-2013 13:55:40
Finish runing encode (mbh, keyframe-5, devel2013, 31615, 31647) at 13-Sep-2013 13:55:42
Finish runing encode (mbh, keyframe-5, devel2013, 26962, 26994) at 13-Sep-2013 13:55:42
Start runing encode (mbh, keyframe-5, devel2013, 4225, 4257) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4588, 4620) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4027, 4059) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4324, 4356) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4522, 4554) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4489, 4521) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4126, 4158) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4357, 4389) at 13-Sep-2013 13:55:43
Start runing encode (mbh, keyframe-5, devel2013, 4291, 4323) at 13-Sep-2013 13:55:43
Finish runing encode (mbh, keyframe-5, devel2013, 29272, 29304) at 13-Sep-2013 13:55:44
Start runing encode (mbh, keyframe-5, devel2013, 4159, 4191) at 13-Sep-2013 13:55:44
Start runing encode (mbh, keyframe-5, devel2013, 4621, 4653) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4588, 4620) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4225, 4257) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4555, 4587) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4060, 4092) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4027, 4059) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4687, 4719) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4423, 4455) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4093, 4125) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4654, 4686) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4456, 4488) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4390, 4422) at 13-Sep-2013 13:55:46
Finish runing encode (mbh, keyframe-5, devel2013, 4258, 4290) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4522, 4554) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4324, 4356) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 3994, 4026) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4192, 4224) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4126, 4158) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4489, 4521) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4291, 4323) at 13-Sep-2013 13:55:47
Finish runing encode (mbh, keyframe-5, devel2013, 4159, 4191) at 13-Sep-2013 13:55:48
Finish runing encode (mbh, keyframe-5, devel2013, 4621, 4653) at 13-Sep-2013 13:55:49
Finish runing encode (mbh, keyframe-5, devel2013, 28744, 28776) at 13-Sep-2013 13:55:55
Finish runing encode (mbh, keyframe-5, devel2013, 26467, 26499) at 13-Sep-2013 13:55:57
Start runing encode (mbh, keyframe-5, devel2013, 5413, 5445) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4852, 4884) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4753, 4785) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4885, 4917) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5611, 5643) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4918, 4950) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5644, 5676) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5314, 5346) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5347, 5379) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5215, 5247) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4819, 4851) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5479, 5511) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 4951, 4983) at 13-Sep-2013 13:55:58
Start runing encode (mbh, keyframe-5, devel2013, 5380, 5412) at 13-Sep-2013 13:55:59
Start runing encode (mbh, keyframe-5, devel2013, 4984, 5016) at 13-Sep-2013 13:55:59
Finish runing encode (mbh, keyframe-5, devel2013, 5182, 5214) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5116, 5148) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 4786, 4818) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5413, 5445) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5083, 5115) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5512, 5544) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 4720, 4752) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5281, 5313) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5611, 5643) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 4852, 4884) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5545, 5577) at 13-Sep-2013 13:56:01
Finish runing encode (mbh, keyframe-5, devel2013, 5215, 5247) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 4753, 4785) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5149, 5181) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 4918, 4950) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5017, 5049) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 4819, 4851) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5248, 5280) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5347, 5379) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5314, 5346) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5446, 5478) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 4885, 4917) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5644, 5676) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5050, 5082) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5479, 5511) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 5578, 5610) at 13-Sep-2013 13:56:02
Finish runing encode (mbh, keyframe-5, devel2013, 4984, 5016) at 13-Sep-2013 13:56:03
Finish runing encode (mbh, keyframe-5, devel2013, 4951, 4983) at 13-Sep-2013 13:56:03
Finish runing encode (mbh, keyframe-5, devel2013, 5380, 5412) at 13-Sep-2013 13:56:03
Finish runing encode (mbh, keyframe-5, devel2013, 29965, 29997) at 13-Sep-2013 13:56:07
Start runing encode (mbh, keyframe-5, devel2013, 5776, 5808) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 5842, 5874) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 5677, 5709) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6304, 6336) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 5743, 5775) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6502, 6534) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6667, 6699) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6469, 6501) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6337, 6369) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 5809, 5841) at 13-Sep-2013 13:56:13
Start runing encode (mbh, keyframe-5, devel2013, 6238, 6270) at 13-Sep-2013 13:56:14
Finish runing encode (mbh, keyframe-5, devel2013, 29338, 29370) at 13-Sep-2013 13:56:14
Finish runing encode (mbh, keyframe-5, devel2013, 31054, 31086) at 13-Sep-2013 13:56:14
Finish runing encode (mbh, keyframe-5, devel2013, 6205, 6237) at 13-Sep-2013 13:56:16
Finish runing encode (mbh, keyframe-5, devel2013, 6403, 6435) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6073, 6105) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6007, 6039) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6568, 6600) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6172, 6204) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5776, 5808) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5743, 5775) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5677, 5709) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5710, 5742) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6502, 6534) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6304, 6336) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5842, 5874) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6436, 6468) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5875, 5907) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6667, 6699) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6337, 6369) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5809, 5841) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6601, 6633) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6139, 6171) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5941, 5973) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6271, 6303) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6469, 6501) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6634, 6666) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6106, 6138) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 5908, 5940) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6535, 6567) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6370, 6402) at 13-Sep-2013 13:56:17
Finish runing encode (mbh, keyframe-5, devel2013, 6238, 6270) at 13-Sep-2013 13:56:18
Start runing encode (mbh, keyframe-5, devel2013, 7228, 7260) at 13-Sep-2013 13:56:28
Finish runing encode (mbh, keyframe-5, devel2013, 30427, 30459) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7591, 7623) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7327, 7359) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7756, 7788) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7096, 7128) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7162, 7194) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7657, 7689) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7525, 7557) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 6766, 6798) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7492, 7524) at 13-Sep-2013 13:56:28
Start runing encode (mbh, keyframe-5, devel2013, 7426, 7458) at 13-Sep-2013 13:56:29
Start runing encode (mbh, keyframe-5, devel2013, 7789, 7821) at 13-Sep-2013 13:56:29
Finish runing encode (mbh, keyframe-5, devel2013, 6700, 6732) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 6733, 6765) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 7393, 7425) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 7096, 7128) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 7756, 7788) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 7228, 7260) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 6997, 7029) at 13-Sep-2013 13:56:31
Finish runing encode (mbh, keyframe-5, devel2013, 7591, 7623) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6964, 6996) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6799, 6831) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7261, 7293) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6832, 6864) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7195, 7227) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7459, 7491) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6898, 6930) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7822, 7854) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7690, 7722) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6931, 6963) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7327, 7359) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7294, 7326) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7162, 7194) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7624, 7656) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7129, 7161) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7525, 7557) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7723, 7755) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7657, 7689) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7558, 7590) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7360, 7392) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7492, 7524) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6766, 6798) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 6865, 6897) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7063, 7095) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7426, 7458) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 7789, 7821) at 13-Sep-2013 13:56:32
Finish runing encode (mbh, keyframe-5, devel2013, 31252, 31284) at 13-Sep-2013 13:56:42
Finish runing encode (mbh, keyframe-5, devel2013, 27424, 27456) at 13-Sep-2013 13:56:42
Start runing encode (mbh, keyframe-5, devel2013, 8350, 8382) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8812, 8844) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 7954, 7986) at 13-Sep-2013 13:56:43
Start runing encode (mbh, keyframe-5, devel2013, 8251, 8283) at 13-Sep-2013 13:56:43
