Start runing encode (mbh, subshot_060_1.0, dev11, 1117, 1152) at 05-Aug-2013 17:21:02
Start runing encode (mbh, subshot_060_0.5, test12, 15823, 15840) at 06-Aug-2013 15:30:00
Start runing encode (mbh, subshot_060_0.5, test12, 15841, 15858) at 06-Aug-2013 15:30:00
Finish runing encode (mbh, subshot_060_0.5, test12, 15247, 15264) at 06-Aug-2013 15:30:10
Finish runing encode (mbh, subshot_060_0.5, test12, 15337, 15354) at 06-Aug-2013 15:30:14
Start runing encode (mbh, subshot_060_0.5, test12, 15859, 15876) at 06-Aug-2013 15:30:14
Start runing encode (mbh, subshot_060_0.5, test12, 15877, 15894) at 06-Aug-2013 15:30:45
Start runing encode (mbh, subshot_060_0.5, test12, 15895, 15912) at 06-Aug-2013 15:30:45
Finish runing encode (mbh, subshot_060_0.5, test12, 15229, 15246) at 06-Aug-2013 15:30:50
Finish runing encode (mbh, subshot_060_0.5, test12, 15265, 15282) at 06-Aug-2013 15:30:52
Finish runing encode (mbh, subshot_060_0.5, test12, 15319, 15336) at 06-Aug-2013 15:30:57
Start runing encode (mbh, subshot_060_0.5, test12, 15913, 15930) at 06-Aug-2013 15:30:59
Finish runing encode (mbh, subshot_060_0.5, test12, 15373, 15390) at 06-Aug-2013 15:31:01
Finish runing encode (mbh, subshot_060_0.5, test12, 15301, 15318) at 06-Aug-2013 15:31:05
Finish runing encode (mbh, subshot_060_0.5, test12, 15283, 15300) at 06-Aug-2013 15:31:09
Finish runing encode (mbh, subshot_060_0.5, test12, 15355, 15372) at 06-Aug-2013 15:31:10
Start runing encode (mbh, subshot_060_0.5, test12, 15949, 15966) at 06-Aug-2013 15:31:14
Finish runing encode (mbh, subshot_060_0.5, test12, 15481, 15498) at 06-Aug-2013 15:31:14
Start runing encode (mbh, subshot_060_0.5, test12, 15967, 15984) at 06-Aug-2013 15:31:14
Start runing encode (mbh, subshot_060_0.5, test12, 15931, 15948) at 06-Aug-2013 15:31:15
Finish runing encode (mbh, subshot_060_0.5, test12, 15391, 15408) at 06-Aug-2013 15:31:23
Finish runing encode (mbh, subshot_060_0.5, test12, 15553, 15570) at 06-Aug-2013 15:31:44
Start runing encode (mbh, subshot_060_0.5, test12, 16003, 16020) at 06-Aug-2013 15:31:45
Start runing encode (mbh, subshot_060_0.5, test12, 15985, 16002) at 06-Aug-2013 15:31:45
Finish runing encode (mbh, subshot_060_0.5, test12, 15427, 15444) at 06-Aug-2013 15:31:59
Start runing encode (mbh, subshot_060_0.5, test12, 16021, 16038) at 06-Aug-2013 15:32:00
Finish runing encode (mbh, subshot_060_0.5, test12, 15571, 15588) at 06-Aug-2013 15:32:01
Finish runing encode (mbh, subshot_060_0.5, test12, 15445, 15462) at 06-Aug-2013 15:32:03
Finish runing encode (mbh, subshot_060_0.5, test12, 15463, 15480) at 06-Aug-2013 15:32:10
Start runing encode (mbh, subshot_060_0.5, test12, 16057, 16074) at 06-Aug-2013 15:32:14
Start runing encode (mbh, subshot_060_0.5, test12, 16039, 16056) at 06-Aug-2013 15:32:15
Finish runing encode (mbh, subshot_060_0.5, test12, 15535, 15552) at 06-Aug-2013 15:32:16
Finish runing encode (mbh, subshot_060_0.5, test12, 15409, 15426) at 06-Aug-2013 15:32:27
Start runing encode (mbh, subshot_060_0.5, test12, 16111, 16128) at 06-Aug-2013 15:32:44
Start runing encode (mbh, subshot_060_0.5, test12, 16093, 16110) at 06-Aug-2013 15:32:44
Finish runing encode (mbh, subshot_060_0.5, test12, 15643, 15660) at 06-Aug-2013 15:32:54
Finish runing encode (mbh, subshot_060_0.5, test12, 15499, 15516) at 06-Aug-2013 15:32:55
Start runing encode (mbh, subshot_060_0.5, test12, 16129, 16146) at 06-Aug-2013 15:32:59
Start runing encode (mbh, subshot_060_0.5, test12, 16147, 16164) at 06-Aug-2013 15:32:59
Finish runing encode (mbh, subshot_060_0.5, test12, 15517, 15534) at 06-Aug-2013 15:33:07
Start runing encode (mbh, subshot_060_0.5, test12, 16165, 16182) at 06-Aug-2013 15:33:15
Start runing encode (mbh, subshot_060_0.5, test12, 16183, 16200) at 06-Aug-2013 15:33:15
Start runing encode (mbh, subshot_060_0.5, test12, 16201, 16218) at 06-Aug-2013 15:33:29
Finish runing encode (mbh, subshot_060_0.5, test12, 15733, 15750) at 06-Aug-2013 15:33:42
Start runing encode (mbh, subshot_060_0.5, test12, 16219, 16236) at 06-Aug-2013 15:33:45
Finish runing encode (mbh, subshot_060_0.5, test12, 15607, 15624) at 06-Aug-2013 15:33:54
Start runing encode (mbh, subshot_060_0.5, test12, 16237, 16254) at 06-Aug-2013 15:33:59
Finish runing encode (mbh, subshot_060_0.5, test12, 15715, 15732) at 06-Aug-2013 15:34:02
Finish runing encode (mbh, subshot_060_0.5, test12, 15625, 15642) at 06-Aug-2013 15:34:10
Finish runing encode (mbh, subshot_060_0.5, test12, 15751, 15768) at 06-Aug-2013 15:34:10
Start runing encode (mbh, subshot_060_0.5, test12, 16255, 16272) at 06-Aug-2013 15:34:15
Start runing encode (mbh, subshot_060_0.5, test12, 16273, 16290) at 06-Aug-2013 15:34:15
Finish runing encode (mbh, subshot_060_0.5, test12, 15661, 15678) at 06-Aug-2013 15:34:15
Start runing encode (mbh, subshot_060_0.5, test12, 16309, 16326) at 06-Aug-2013 15:34:29
Start runing encode (mbh, subshot_060_0.5, test12, 16291, 16308) at 06-Aug-2013 15:34:31
Finish runing encode (mbh, subshot_060_0.5, test12, 15805, 15822) at 06-Aug-2013 15:34:33
Finish runing encode (mbh, subshot_060_0.5, test12, 15589, 15606) at 06-Aug-2013 15:34:33
Finish runing encode (mbh, subshot_060_0.5, test12, 15679, 15696) at 06-Aug-2013 15:34:34
Finish runing encode (mbh, subshot_060_0.5, test12, 15697, 15714) at 06-Aug-2013 15:34:42
Start runing encode (mbh, subshot_060_0.5, test12, 16327, 16344) at 06-Aug-2013 15:34:45
Finish runing encode (mbh, subshot_060_0.5, test12, 15787, 15804) at 06-Aug-2013 15:34:50
Finish runing encode (mbh, subshot_060_0.5, test12, 15769, 15786) at 06-Aug-2013 15:34:51
Finish runing encode (mbh, subshot_060_0.5, test12, 15823, 15840) at 06-Aug-2013 15:34:59
Start runing encode (mbh, subshot_060_0.5, test12, 16345, 16362) at 06-Aug-2013 15:34:59
Start runing encode (mbh, subshot_060_0.5, test12, 16381, 16398) at 06-Aug-2013 15:35:00
Start runing encode (mbh, subshot_060_0.5, test12, 16399, 16416) at 06-Aug-2013 15:35:15
Finish runing encode (mbh, subshot_060_0.5, test12, 15841, 15858) at 06-Aug-2013 15:35:18
Finish runing encode (mbh, subshot_060_0.5, test12, 15877, 15894) at 06-Aug-2013 15:35:27
Start runing encode (mbh, subshot_060_0.5, test12, 16417, 16434) at 06-Aug-2013 15:35:29
Finish runing encode (mbh, subshot_060_0.5, test12, 15895, 15912) at 06-Aug-2013 15:35:39
Finish runing encode (mbh, subshot_060_0.5, test12, 15859, 15876) at 06-Aug-2013 15:35:40
Start runing encode (mbh, subshot_060_0.5, test12, 16453, 16470) at 06-Aug-2013 15:35:44
Start runing encode (mbh, subshot_060_0.5, test12, 16435, 16452) at 06-Aug-2013 15:35:44
Finish runing encode (mbh, subshot_060_0.5, test12, 15913, 15930) at 06-Aug-2013 15:35:53
Finish runing encode (mbh, subshot_060_0.5, test12, 15949, 15966) at 06-Aug-2013 15:35:54
Start runing encode (mbh, subshot_060_0.5, test12, 16471, 16488) at 06-Aug-2013 15:35:59
Start runing encode (mbh, subshot_060_0.5, test12, 16489, 16506) at 06-Aug-2013 15:35:59
Finish runing encode (mbh, subshot_060_0.5, test12, 15931, 15948) at 06-Aug-2013 15:36:06
Start runing encode (mbh, subshot_060_0.5, test12, 16507, 16524) at 06-Aug-2013 15:36:14
Start runing encode (mbh, subshot_060_0.5, test12, 16525, 16542) at 06-Aug-2013 15:36:14
Finish runing encode (mbh, subshot_060_0.5, test12, 15967, 15984) at 06-Aug-2013 15:36:18
Start runing encode (mbh, subshot_060_0.5, test12, 16543, 16560) at 06-Aug-2013 15:36:29
Start runing encode (mbh, subshot_060_0.5, test12, 16579, 16596) at 06-Aug-2013 15:37:00
Start runing encode (mbh, subshot_060_0.5, test12, 16597, 16614) at 06-Aug-2013 15:37:00
Finish runing encode (mbh, subshot_060_0.5, test12, 16021, 16038) at 06-Aug-2013 15:37:13
Start runing encode (mbh, subshot_060_0.5, test12, 16615, 16632) at 06-Aug-2013 15:37:15
Finish runing encode (mbh, subshot_060_0.5, test12, 16003, 16020) at 06-Aug-2013 15:37:22
Start runing encode (mbh, subshot_060_0.5, test12, 16633, 16650) at 06-Aug-2013 15:37:31
Start runing encode (mbh, subshot_060_0.5, test12, 16651, 16668) at 06-Aug-2013 15:37:45
Finish runing encode (mbh, subshot_060_0.5, test12, 16039, 16056) at 06-Aug-2013 15:37:49
Finish runing encode (mbh, subshot_060_0.5, test12, 16075, 16092) at 06-Aug-2013 15:37:49
Finish runing encode (mbh, subshot_060_0.5, test12, 15985, 16002) at 06-Aug-2013 15:37:51
Start runing encode (mbh, subshot_060_0.5, test12, 16687, 16704) at 06-Aug-2013 15:38:00
Start runing encode (mbh, subshot_060_0.5, test12, 16669, 16686) at 06-Aug-2013 15:38:00
Start runing encode (mbh, subshot_060_0.5, test12, 16705, 16722) at 06-Aug-2013 15:38:15
Finish runing encode (mbh, subshot_060_0.5, test12, 16057, 16074) at 06-Aug-2013 15:38:33
Finish runing encode (mbh, subshot_060_0.5, test12, 16183, 16200) at 06-Aug-2013 15:38:45
Start runing encode (mbh, subshot_060_0.5, test12, 16723, 16740) at 06-Aug-2013 15:38:59
Finish runing encode (mbh, subshot_060_0.5, test12, 16093, 16110) at 06-Aug-2013 15:39:15
Start runing encode (mbh, subshot_060_0.5, test12, 16759, 16776) at 06-Aug-2013 15:39:30
Start runing encode (mbh, subshot_060_0.5, test12, 16741, 16758) at 06-Aug-2013 15:39:32
Finish runing encode (mbh, subshot_060_0.5, test12, 16165, 16182) at 06-Aug-2013 15:39:34
Finish runing encode (mbh, subshot_060_0.5, test12, 16111, 16128) at 06-Aug-2013 15:39:43
Start runing encode (mbh, subshot_060_0.5, test12, 16777, 16794) at 06-Aug-2013 15:39:45
Finish runing encode (mbh, subshot_060_0.5, test12, 16201, 16218) at 06-Aug-2013 15:39:46
Finish runing encode (mbh, subshot_060_0.5, test12, 16219, 16236) at 06-Aug-2013 15:39:53
Finish runing encode (mbh, subshot_060_0.5, test12, 16129, 16146) at 06-Aug-2013 15:39:54
Finish runing encode (mbh, subshot_060_0.5, test12, 16147, 16164) at 06-Aug-2013 15:39:54
Finish runing encode (mbh, subshot_060_0.5, test12, 16273, 16290) at 06-Aug-2013 15:39:55
Start runing encode (mbh, subshot_060_0.5, test12, 16813, 16830) at 06-Aug-2013 15:39:59
Start runing encode (mbh, subshot_060_0.5, test12, 16831, 16848) at 06-Aug-2013 15:40:01
Finish runing encode (mbh, subshot_060_0.5, test12, 16399, 16416) at 06-Aug-2013 15:40:10
Start runing encode (mbh, subshot_060_0.5, test12, 16867, 16884) at 06-Aug-2013 15:40:15
Start runing encode (mbh, subshot_060_0.5, test12, 16849, 16866) at 06-Aug-2013 15:40:15
Finish runing encode (mbh, subshot_060_0.5, test12, 16327, 16344) at 06-Aug-2013 15:40:28
Start runing encode (mbh, subshot_060_0.5, test12, 16885, 16902) at 06-Aug-2013 15:40:30
Finish runing encode (mbh, subshot_060_0.5, test12, 16291, 16308) at 06-Aug-2013 15:40:30
Finish runing encode (mbh, subshot_060_0.5, test12, 16309, 16326) at 06-Aug-2013 15:40:35
Finish runing encode (mbh, subshot_060_0.5, test12, 16435, 16452) at 06-Aug-2013 15:40:35
Finish runing encode (mbh, subshot_060_0.5, test12, 16255, 16272) at 06-Aug-2013 15:40:39
Finish runing encode (mbh, subshot_060_0.5, test12, 16363, 16380) at 06-Aug-2013 15:40:42
Finish runing encode (mbh, subshot_060_0.5, test12, 16237, 16254) at 06-Aug-2013 15:40:43
Finish runing encode (mbh, subshot_060_0.5, test12, 16417, 16434) at 06-Aug-2013 15:40:43
Start runing encode (mbh, subshot_060_0.5, test12, 16903, 16920) at 06-Aug-2013 15:40:44
Start runing encode (mbh, subshot_060_0.5, test12, 16939, 16956) at 06-Aug-2013 15:40:59
Start runing encode (mbh, subshot_060_0.5, test12, 16957, 16974) at 06-Aug-2013 15:40:59
Finish runing encode (mbh, subshot_060_0.5, test12, 16453, 16470) at 06-Aug-2013 15:41:12
Start runing encode (mbh, subshot_060_0.5, test12, 16975, 16992) at 06-Aug-2013 15:41:15
Start runing encode (mbh, subshot_060_0.5, test12, 16993, 17010) at 06-Aug-2013 15:41:29
Start runing encode (mbh, subshot_060_0.5, test12, 17011, 17028) at 06-Aug-2013 15:41:29
Start runing encode (mbh, subshot_060_0.5, test12, 17029, 17046) at 06-Aug-2013 15:41:46
Start runing encode (mbh, subshot_060_0.5, test12, 17065, 17082) at 06-Aug-2013 15:42:00
Start runing encode (mbh, subshot_060_0.5, test12, 17047, 17064) at 06-Aug-2013 15:42:00
Finish runing encode (mbh, subshot_060_0.5, test12, 16345, 16362) at 06-Aug-2013 15:42:01
Finish runing encode (mbh, subshot_060_0.5, test12, 16489, 16506) at 06-Aug-2013 15:42:01
Finish runing encode (mbh, subshot_060_0.5, test12, 16381, 16398) at 06-Aug-2013 15:42:01
Finish runing encode (mbh, subshot_060_0.5, test12, 16507, 16524) at 06-Aug-2013 15:42:02
Finish runing encode (mbh, subshot_060_0.5, test12, 16471, 16488) at 06-Aug-2013 15:42:21
Finish runing encode (mbh, subshot_060_0.5, test12, 16525, 16542) at 06-Aug-2013 15:42:23
Start runing encode (mbh, subshot_060_0.5, test12, 17101, 17105) at 06-Aug-2013 15:42:30
Start runing encode (mbh, subshot_060_0.5, test11, 15, 28) at 06-Aug-2013 15:42:44
Start runing encode (mbh, subshot_060_0.5, test11, 1, 14) at 06-Aug-2013 15:42:44
Finish runing encode (mbh, subshot_060_0.5, test12, 16687, 16704) at 06-Aug-2013 15:42:49
Start runing encode (mbh, subshot_060_0.5, test11, 29, 42) at 06-Aug-2013 15:43:00
Finish runing encode (mbh, subshot_060_0.5, test12, 16705, 16722) at 06-Aug-2013 15:43:11
Start runing encode (mbh, subshot_060_0.5, test11, 57, 70) at 06-Aug-2013 15:43:14
Finish runing encode (mbh, subshot_060_0.5, test12, 16597, 16614) at 06-Aug-2013 15:43:15
Start runing encode (mbh, subshot_060_0.5, test11, 43, 56) at 06-Aug-2013 15:43:15
Finish runing encode (mbh, subshot_060_0.5, test12, 16543, 16560) at 06-Aug-2013 15:43:31
Finish runing encode (mbh, subshot_060_0.5, test12, 16615, 16632) at 06-Aug-2013 15:43:34
Start runing encode (mbh, subshot_060_0.5, test11, 71, 84) at 06-Aug-2013 15:43:44
Start runing encode (mbh, subshot_060_0.5, test11, 85, 98) at 06-Aug-2013 15:43:44
Finish runing encode (mbh, subshot_060_0.5, test12, 17101, 17105) at 06-Aug-2013 15:43:48
Finish runing encode (mbh, subshot_060_0.5, test12, 16669, 16686) at 06-Aug-2013 15:43:52
Finish runing encode (mbh, subshot_060_0.5, test12, 16651, 16668) at 06-Aug-2013 15:43:58
Start runing encode (mbh, subshot_060_0.5, test11, 99, 112) at 06-Aug-2013 15:43:59
Finish runing encode (mbh, subshot_060_0.5, test12, 16633, 16650) at 06-Aug-2013 15:44:03
Finish runing encode (mbh, subshot_060_0.5, test12, 16723, 16740) at 06-Aug-2013 15:44:14
Start runing encode (mbh, subshot_060_0.5, test11, 113, 126) at 06-Aug-2013 15:44:14
Finish runing encode (mbh, subshot_060_0.5, test12, 16561, 16578) at 06-Aug-2013 15:44:21
Start runing encode (mbh, subshot_060_0.5, test11, 155, 168) at 06-Aug-2013 15:44:29
Start runing encode (mbh, subshot_060_0.5, test11, 141, 154) at 06-Aug-2013 15:44:30
Start runing encode (mbh, subshot_060_0.5, test11, 169, 182) at 06-Aug-2013 15:44:45
Finish runing encode (mbh, subshot_060_0.5, test12, 16741, 16758) at 06-Aug-2013 15:44:49
Start runing encode (mbh, subshot_060_0.5, test11, 183, 196) at 06-Aug-2013 15:45:00
Start runing encode (mbh, subshot_060_0.5, test11, 197, 210) at 06-Aug-2013 15:45:00
Start runing encode (mbh, subshot_060_0.5, test11, 211, 224) at 06-Aug-2013 15:45:30
Finish runing encode (mbh, subshot_060_0.5, test12, 16759, 16776) at 06-Aug-2013 15:45:32
Finish runing encode (mbh, subshot_060_0.5, test12, 16579, 16596) at 06-Aug-2013 15:45:55
Finish runing encode (mbh, subshot_060_0.5, test11, 29, 42) at 06-Aug-2013 15:45:58
Start runing encode (mbh, subshot_060_0.5, test11, 239, 252) at 06-Aug-2013 15:46:00
Start runing encode (mbh, subshot_060_0.5, test11, 225, 238) at 06-Aug-2013 15:46:00
Start runing encode (mbh, subshot_060_0.5, test11, 253, 266) at 06-Aug-2013 15:46:15
Finish runing encode (mbh, subshot_060_0.5, test12, 16777, 16794) at 06-Aug-2013 15:46:19
Start runing encode (mbh, subshot_060_0.5, test11, 267, 280) at 06-Aug-2013 15:46:30
Finish runing encode (mbh, subshot_060_0.5, test12, 16795, 16812) at 06-Aug-2013 15:46:54
Start runing encode (mbh, subshot_060_0.5, test11, 281, 294) at 06-Aug-2013 15:47:00
Finish runing encode (mbh, subshot_060_0.5, test12, 16831, 16848) at 06-Aug-2013 15:47:02
Finish runing encode (mbh, subshot_060_0.5, test12, 16813, 16830) at 06-Aug-2013 15:47:09
Finish runing encode (mbh, subshot_060_0.5, test11, 1, 14) at 06-Aug-2013 15:47:14
Start runing encode (mbh, subshot_060_0.5, test11, 295, 308) at 06-Aug-2013 15:47:15
Start runing encode (mbh, subshot_060_0.5, test11, 309, 322) at 06-Aug-2013 15:47:15
Finish runing encode (mbh, subshot_060_0.5, test11, 113, 126) at 06-Aug-2013 15:47:16
Finish runing encode (mbh, subshot_060_0.5, test11, 127, 140) at 06-Aug-2013 15:47:22
Finish runing encode (mbh, subshot_060_0.5, test11, 15, 28) at 06-Aug-2013 15:47:24
Finish runing encode (mbh, subshot_060_0.5, test11, 43, 56) at 06-Aug-2013 15:47:25
Finish runing encode (mbh, subshot_060_0.5, test11, 155, 168) at 06-Aug-2013 15:47:25
Start runing encode (mbh, subshot_060_0.5, test11, 323, 336) at 06-Aug-2013 15:47:29
Start runing encode (mbh, subshot_060_0.5, test11, 337, 350) at 06-Aug-2013 15:47:29
Start runing encode (mbh, subshot_060_0.5, test11, 365, 378) at 06-Aug-2013 15:47:30
Start runing encode (mbh, subshot_060_0.5, test11, 351, 364) at 06-Aug-2013 15:47:30
Finish runing encode (mbh, subshot_060_0.5, test12, 16885, 16902) at 06-Aug-2013 15:47:32
Finish runing encode (mbh, subshot_060_0.5, test11, 141, 154) at 06-Aug-2013 15:47:33
Finish runing encode (mbh, subshot_060_0.5, test12, 16867, 16884) at 06-Aug-2013 15:47:37
Finish runing encode (mbh, subshot_060_0.5, test12, 16849, 16866) at 06-Aug-2013 15:47:39
Finish runing encode (mbh, subshot_060_0.5, test11, 169, 182) at 06-Aug-2013 15:47:40
Finish runing encode (mbh, subshot_060_0.5, test11, 57, 70) at 06-Aug-2013 15:47:42
Start runing encode (mbh, subshot_060_0.5, test11, 379, 392) at 06-Aug-2013 15:47:44
Start runing encode (mbh, subshot_060_0.5, test11, 407, 420) at 06-Aug-2013 15:47:44
Finish runing encode (mbh, subshot_060_0.5, test11, 99, 112) at 06-Aug-2013 15:47:44
Start runing encode (mbh, subshot_060_0.5, test11, 393, 406) at 06-Aug-2013 15:47:45
Finish runing encode (mbh, subshot_060_0.5, test12, 16903, 16920) at 06-Aug-2013 15:47:58
Start runing encode (mbh, subshot_060_0.5, test11, 421, 434) at 06-Aug-2013 15:47:59
Start runing encode (mbh, subshot_060_0.5, test11, 435, 448) at 06-Aug-2013 15:47:59
Finish runing encode (mbh, subshot_060_0.5, test11, 85, 98) at 06-Aug-2013 15:48:01
Finish runing encode (mbh, subshot_060_0.5, test12, 16957, 16974) at 06-Aug-2013 15:48:04
Finish runing encode (mbh, subshot_060_0.5, test11, 183, 196) at 06-Aug-2013 15:48:04
Finish runing encode (mbh, subshot_060_0.5, test12, 16921, 16938) at 06-Aug-2013 15:48:11
Finish runing encode (mbh, subshot_060_0.5, test12, 16939, 16956) at 06-Aug-2013 15:48:13
Finish runing encode (mbh, subshot_060_0.5, test11, 71, 84) at 06-Aug-2013 15:48:13
Start runing encode (mbh, subshot_060_0.5, test11, 463, 476) at 06-Aug-2013 15:48:14
Finish runing encode (mbh, subshot_060_0.5, test11, 197, 210) at 06-Aug-2013 15:48:18
Start runing encode (mbh, subshot_060_0.5, test11, 505, 518) at 06-Aug-2013 15:48:29
Start runing encode (mbh, subshot_060_0.5, test11, 491, 504) at 06-Aug-2013 15:48:29
Finish runing encode (mbh, subshot_060_0.5, test12, 16975, 16992) at 06-Aug-2013 15:48:31
Finish runing encode (mbh, subshot_060_0.5, test12, 17011, 17028) at 06-Aug-2013 15:48:40
Finish runing encode (mbh, subshot_060_0.5, test12, 16993, 17010) at 06-Aug-2013 15:48:42
Start runing encode (mbh, subshot_060_0.5, test11, 519, 532) at 06-Aug-2013 15:48:44
Finish runing encode (mbh, subshot_060_0.5, test11, 211, 224) at 06-Aug-2013 15:48:45
Finish runing encode (mbh, subshot_060_0.5, test12, 17065, 17082) at 06-Aug-2013 15:48:51
Finish runing encode (mbh, subshot_060_0.5, test12, 17047, 17064) at 06-Aug-2013 15:48:58
Start runing encode (mbh, subshot_060_0.5, test11, 533, 546) at 06-Aug-2013 15:48:59
Finish runing encode (mbh, subshot_060_0.5, test11, 225, 238) at 06-Aug-2013 15:49:05
Finish runing encode (mbh, subshot_060_0.5, test12, 17029, 17046) at 06-Aug-2013 15:49:05
Start runing encode (mbh, subshot_060_0.5, test11, 575, 588) at 06-Aug-2013 15:49:14
Start runing encode (mbh, subshot_060_0.5, test11, 561, 574) at 06-Aug-2013 15:49:14
Start runing encode (mbh, subshot_060_0.5, test11, 617, 630) at 06-Aug-2013 15:49:29
Start runing encode (mbh, subshot_060_0.5, test11, 589, 602) at 06-Aug-2013 15:49:30
Finish runing encode (mbh, subshot_060_0.5, test12, 17083, 17100) at 06-Aug-2013 15:49:30
Start runing encode (mbh, subshot_060_0.5, test11, 631, 644) at 06-Aug-2013 15:49:44
Finish runing encode (mbh, subshot_060_0.5, test11, 239, 252) at 06-Aug-2013 15:50:08
Start runing encode (mbh, subshot_060_0.5, test11, 687, 700) at 06-Aug-2013 15:50:14
Start runing encode (mbh, subshot_060_0.5, test11, 659, 672) at 06-Aug-2013 15:50:14
Start runing encode (mbh, subshot_060_0.5, test11, 673, 686) at 06-Aug-2013 15:50:14
Finish runing encode (mbh, subshot_060_0.5, test11, 253, 266) at 06-Aug-2013 15:50:44
Start runing encode (mbh, subshot_060_0.5, test11, 701, 714) at 06-Aug-2013 15:50:45
Start runing encode (mbh, subshot_060_0.5, test11, 715, 728) at 06-Aug-2013 15:50:45
Finish runing encode (mbh, subshot_060_0.5, test11, 365, 378) at 06-Aug-2013 15:50:55
Start runing encode (mbh, subshot_060_0.5, test11, 729, 742) at 06-Aug-2013 15:50:59
Start runing encode (mbh, subshot_060_0.5, test11, 743, 756) at 06-Aug-2013 15:50:59
Finish runing encode (mbh, subshot_060_0.5, test11, 351, 364) at 06-Aug-2013 15:51:00
Finish runing encode (mbh, subshot_060_0.5, test11, 379, 392) at 06-Aug-2013 15:51:06
Start runing encode (mbh, subshot_060_0.5, test11, 757, 770) at 06-Aug-2013 15:51:14
Start runing encode (mbh, subshot_060_0.5, test11, 771, 784) at 06-Aug-2013 15:51:14
Finish runing encode (mbh, subshot_060_0.5, test11, 337, 350) at 06-Aug-2013 15:51:19
Start runing encode (mbh, subshot_060_0.5, test11, 785, 798) at 06-Aug-2013 15:51:30
Finish runing encode (mbh, subshot_060_0.5, test11, 393, 406) at 06-Aug-2013 15:51:31
Finish runing encode (mbh, subshot_060_0.5, test11, 323, 336) at 06-Aug-2013 15:51:32
Finish runing encode (mbh, subshot_060_0.5, test11, 421, 434) at 06-Aug-2013 15:51:33
Finish runing encode (mbh, subshot_060_0.5, test11, 407, 420) at 06-Aug-2013 15:51:34
Start runing encode (mbh, subshot_060_0.5, test11, 813, 826) at 06-Aug-2013 15:51:44
Start runing encode (mbh, subshot_060_0.5, test11, 827, 840) at 06-Aug-2013 15:51:44
Finish runing encode (mbh, subshot_060_0.5, test11, 463, 476) at 06-Aug-2013 15:51:56
Start runing encode (mbh, subshot_060_0.5, test11, 841, 854) at 06-Aug-2013 15:51:59
Finish runing encode (mbh, subshot_060_0.5, test11, 435, 448) at 06-Aug-2013 15:52:00
Finish runing encode (mbh, subshot_060_0.5, test11, 505, 518) at 06-Aug-2013 15:52:04
Finish runing encode (mbh, subshot_060_0.5, test11, 477, 490) at 06-Aug-2013 15:52:05
Finish runing encode (mbh, subshot_060_0.5, test11, 309, 322) at 06-Aug-2013 15:52:13
Start runing encode (mbh, subshot_060_0.5, test11, 869, 882) at 06-Aug-2013 15:52:14
Finish runing encode (mbh, subshot_060_0.5, test11, 449, 462) at 06-Aug-2013 15:52:15
Finish runing encode (mbh, subshot_060_0.5, test11, 519, 532) at 06-Aug-2013 15:52:17
Start runing encode (mbh, subshot_060_0.5, test11, 911, 924) at 06-Aug-2013 15:52:29
Start runing encode (mbh, subshot_060_0.5, test11, 883, 896) at 06-Aug-2013 15:52:29
Start runing encode (mbh, subshot_060_0.5, test11, 897, 910) at 06-Aug-2013 15:52:30
Finish runing encode (mbh, subshot_060_0.5, test11, 533, 546) at 06-Aug-2013 15:52:43
Finish runing encode (mbh, subshot_060_0.5, test11, 491, 504) at 06-Aug-2013 15:52:44
Start runing encode (mbh, subshot_060_0.5, test11, 925, 938) at 06-Aug-2013 15:52:44
Start runing encode (mbh, subshot_060_0.5, test11, 939, 952) at 06-Aug-2013 15:52:59
Finish runing encode (mbh, subshot_060_0.5, test11, 547, 560) at 06-Aug-2013 15:53:02
Finish runing encode (mbh, subshot_060_0.5, test11, 603, 616) at 06-Aug-2013 15:53:02
Finish runing encode (mbh, subshot_060_0.5, test11, 267, 280) at 06-Aug-2013 15:53:02
Finish runing encode (mbh, subshot_060_0.5, test11, 589, 602) at 06-Aug-2013 15:53:11
Finish runing encode (mbh, subshot_060_0.5, test11, 281, 294) at 06-Aug-2013 15:53:12
Start runing encode (mbh, subshot_060_0.5, test11, 981, 994) at 06-Aug-2013 15:53:14

Finish runing encode (mbh, subshot_060_0.5, test11, 575, 588) at 06-Aug-2013 15:53:18
Finish runing encode (mbh, subshot_060_0.5, test11, 631, 644) at 06-Aug-2013 15:53:22
Finish runing encode (mbh, subshot_060_0.5, test11, 617, 630) at 06-Aug-2013 15:53:26
Finish runing encode (mbh, subshot_060_0.5, test11, 561, 574) at 06-Aug-2013 15:53:27
Start runing encode (mbh, subshot_060_0.5, test11, 1009, 1022) at 06-Aug-2013 15:53:29
Start runing encode (mbh, subshot_060_0.5, test11, 1037, 1050) at 06-Aug-2013 15:53:29
Finish runing encode (mbh, subshot_060_0.5, test11, 295, 308) at 06-Aug-2013 15:53:30
Start runing encode (mbh, subshot_060_0.5, test11, 1065, 1078) at 06-Aug-2013 15:53:44
Start runing encode (mbh, subshot_060_0.5, test11, 1051, 1064) at 06-Aug-2013 15:53:44
Start runing encode (mbh, subshot_060_0.5, test11, 1079, 1092) at 06-Aug-2013 15:54:00
Finish runing encode (mbh, subshot_060_0.5, test11, 673, 686) at 06-Aug-2013 15:54:03
Start runing encode (mbh, subshot_060_0.5, test11, 1107, 1120) at 06-Aug-2013 15:54:14
